status,reason,category,subcategory,prefab_name,prefab_path,canonical_path,width,height,depth
"placed","","Rocks","RocksOther","PP_Gemstone_26_Green","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Gemstone_26_Green.prefab","",0.224,0.195,0.215
"placed","","Rocks","RocksOther","PP_Gemstone_26_Iron","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Gemstone_26_Iron.prefab","",0.224,0.195,0.215
"placed","","Rocks","RocksOther","PP_Gemstone_26_Red","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Gemstone_26_Red.prefab","",0.224,0.195,0.215
"placed","","Rocks","RocksOther","PP_Gemstone_26_Silver","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Gemstone_26_Silver.prefab","",0.224,0.195,0.215
"placed","","Rocks","RocksOther","PP_Gemstone_27_Blue","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Gemstone_27_Blue.prefab","",0.362,0.11,0.219
"placed","","Rocks","RocksOther","PP_Gemstone_27_Copper","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Gemstone_27_Copper.prefab","",0.362,0.11,0.219
"placed","","Rocks","RocksOther","PP_Gemstone_27_Gold","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Gemstone_27_Gold.prefab","",0.362,0.11,0.219
"placed","","Rocks","RocksOther","PP_Gemstone_27_Green","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Gemstone_27_Green.prefab","",0.362,0.11,0.219
"placed","","Rocks","RocksOther","PP_Gemstone_27_Iron","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Gemstone_27_Iron.prefab","",0.362,0.11,0.219
"placed","","Rocks","RocksOther","PP_Gemstone_27_Red","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Gemstone_27_Red.prefab","",0.362,0.11,0.219
"placed","","Rocks","RocksOther","PP_Gemstone_27_Silver","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Gemstone_27_Silver.prefab","",0.362,0.11,0.219
"placed","","Rocks","RocksOther","PP_Gemstone_28_Blue","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Gemstone_28_Blue.prefab","",0.199,0.198,0.204
"placed","","Rocks","RocksOther","PP_Gemstone_28_Copper","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Gemstone_28_Copper.prefab","",0.199,0.198,0.204
"placed","","Rocks","RocksOther","PP_Gemstone_28_Gold","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Gemstone_28_Gold.prefab","",0.199,0.198,0.204
"placed","","Rocks","RocksOther","PP_Gemstone_28_Green","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Gemstone_28_Green.prefab","",0.199,0.198,0.204
"placed","","Rocks","RocksOther","PP_Gemstone_28_Iron","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Gemstone_28_Iron.prefab","",0.199,0.198,0.204
"placed","","Rocks","RocksOther","PP_Gemstone_28_Red","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Gemstone_28_Red.prefab","",0.199,0.198,0.204
"placed","","Rocks","RocksOther","PP_Gemstone_28_Silver","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Gemstone_28_Silver.prefab","",0.199,0.198,0.204
"placed","","Rocks","RocksOther","PP_Gemstone_29_Blue","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Gemstone_29_Blue.prefab","",0.35,0.344,0.442
"placed","","Rocks","RocksOther","PP_Gemstone_29_Copper","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Gemstone_29_Copper.prefab","",0.35,0.344,0.442
"placed","","Rocks","RocksOther","PP_Gemstone_29_Gold","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Gemstone_29_Gold.prefab","",0.35,0.344,0.442
"placed","","Rocks","RocksOther","PP_Gemstone_29_Green","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Gemstone_29_Green.prefab","",0.35,0.344,0.442
"placed","","Rocks","RocksOther","PP_Gemstone_29_Iron","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Gemstone_29_Iron.prefab","",0.35,0.344,0.442
"placed","","Rocks","RocksOther","PP_Gemstone_29_Red","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Gemstone_29_Red.prefab","",0.35,0.344,0.442
"placed","","Rocks","RocksOther","PP_Gemstone_29_Silver","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Gemstone_29_Silver.prefab","",0.35,0.344,0.442
"placed","","Rocks","RocksOther","PP_Rock_Gem_01_Blue","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_01_Blue.prefab","",1.514,1.737,1.626
"placed","","Rocks","RocksOther","PP_Rock_Gem_01_Copper","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_01_Copper.prefab","",1.514,1.737,1.626
"placed","","Rocks","RocksOther","PP_Rock_Gem_01_Gold","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_01_Gold.prefab","",1.514,1.737,1.626
"placed","","Rocks","RocksOther","PP_Rock_Gem_01_Green","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_01_Green.prefab","",1.514,1.737,1.626
"placed","","Rocks","RocksOther","PP_Rock_Gem_01_Iron","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_01_Iron.prefab","",1.514,1.737,1.626
"placed","","Rocks","RocksOther","PP_Rock_Gem_01_Mined","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_01_Mined.prefab","",1.456,1.61,1.458
"placed","","Rocks","RocksOther","PP_Rock_Gem_01_Red","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_01_Red.prefab","",1.514,1.737,1.626
"placed","","Rocks","RocksOther","PP_Rock_Gem_01_Silver","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_01_Silver.prefab","",1.514,1.737,1.626
"placed","","Rocks","RocksOther","PP_Rock_Gem_02_Blue","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_02_Blue.prefab","",2.206,1.68,2.05
"placed","","Rocks","RocksOther","PP_Rock_Gem_02_Copper","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_02_Copper.prefab","",2.206,1.68,2.05
"placed","","Rocks","RocksOther","PP_Rock_Gem_02_Gold","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_02_Gold.prefab","",2.206,1.68,2.05
"placed","","Rocks","RocksOther","PP_Rock_Gem_02_Green","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_02_Green.prefab","",2.206,1.68,2.05
"placed","","Rocks","RocksOther","PP_Rock_Gem_02_Iron","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_02_Iron.prefab","",2.206,1.68,2.05
"placed","","Rocks","RocksOther","PP_Rock_Gem_02_Mined","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_02_Mined.prefab","",1.904,1.552,1.951
"placed","","Rocks","RocksOther","PP_Rock_Gem_02_Red","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_02_Red.prefab","",2.206,1.68,2.05
"placed","","Rocks","RocksOther","PP_Rock_Gem_02_Silver","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_02_Silver.prefab","",2.206,1.68,2.05
"placed","","Rocks","RocksOther","PP_Rock_Gem_03_Blue","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_03_Blue.prefab","",1.996,1.879,1.966
"placed","","Rocks","RocksOther","PP_Rock_Gem_03_Copper","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_03_Copper.prefab","",1.996,1.879,1.966
"placed","","Rocks","RocksOther","PP_Rock_Gem_03_Gold","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_03_Gold.prefab","",1.996,1.879,1.966
"placed","","Rocks","RocksOther","PP_Rock_Gem_03_Green","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_03_Green.prefab","",1.996,1.879,1.966
"placed","","Rocks","RocksOther","PP_Rock_Gem_03_Iron","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_03_Iron.prefab","",1.996,1.879,1.966
"placed","","Rocks","RocksOther","PP_Rock_Gem_03_Mined","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_03_Mined.prefab","",1.731,1.879,1.598
"placed","","Rocks","RocksOther","PP_Rock_Gem_03_Red","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_03_Red.prefab","",1.996,1.879,1.966
"placed","","Rocks","RocksOther","PP_Rock_Gem_03_Silver","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_03_Silver.prefab","",1.996,1.879,1.966
"placed","","Rocks","RocksOther","PP_Rock_Gem_04_Blue","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_04_Blue.prefab","",1.456,1.61,1.469
"placed","","Rocks","RocksOther","PP_Rock_Gem_04_Copper","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_04_Copper.prefab","",1.456,1.61,1.469
"placed","","Rocks","RocksOther","PP_Rock_Gem_04_Gold","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_04_Gold.prefab","",1.456,1.61,1.469
"placed","","Rocks","RocksOther","PP_Rock_Gem_04_Green","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_04_Green.prefab","",1.456,1.61,1.469
"placed","","Rocks","RocksOther","PP_Rock_Gem_04_Iron","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_04_Iron.prefab","",1.456,1.61,1.469
"placed","","Rocks","RocksOther","PP_Rock_Gem_04_Mined","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_04_Mined.prefab","",1.456,1.61,1.458
"placed","","Rocks","RocksOther","PP_Rock_Gem_04_Red","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_04_Red.prefab","",1.456,1.61,1.469
"placed","","Rocks","RocksOther","PP_Rock_Gem_04_Silver","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_04_Silver.prefab","",1.456,1.61,1.469
"placed","","Rocks","RocksOther","PP_Rock_Gem_05_Blue","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_05_Blue.prefab","",1.907,1.552,1.951
"placed","","Rocks","RocksOther","PP_Rock_Gem_05_Copper","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_05_Copper.prefab","",1.907,1.552,1.951
"placed","","Rocks","RocksOther","PP_Rock_Gem_05_Gold","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_05_Gold.prefab","",1.907,1.552,1.951
"placed","","Rocks","RocksOther","PP_Rock_Gem_05_Green","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_05_Green.prefab","",1.907,1.552,1.951
"placed","","Rocks","RocksOther","PP_Rock_Gem_05_Iron","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_05_Iron.prefab","",1.907,1.552,1.951
"placed","","Rocks","RocksOther","PP_Rock_Gem_05_Mined","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_05_Mined.prefab","",1.904,1.552,1.951
"placed","","Rocks","RocksOther","PP_Rock_Gem_05_Red","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_05_Red.prefab","",1.907,1.552,1.951
"placed","","Rocks","RocksOther","PP_Rock_Gem_05_Silver","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_05_Silver.prefab","",1.907,1.552,1.951
"placed","","Rocks","RocksOther","PP_Rock_Gem_06_Blue","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_06_Blue.prefab","",1.731,1.879,1.672
"placed","","Rocks","RocksOther","PP_Rock_Gem_06_Copper","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_06_Copper.prefab","",1.731,1.879,1.672
"placed","","Rocks","RocksOther","PP_Rock_Gem_06_Gold","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_06_Gold.prefab","",1.731,1.879,1.672
"placed","","Rocks","RocksOther","PP_Rock_Gem_06_Green","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_06_Green.prefab","",1.731,1.879,1.672
"placed","","Rocks","RocksOther","PP_Rock_Gem_06_Iron","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_06_Iron.prefab","",1.731,1.879,1.672
"placed","","Rocks","RocksOther","PP_Rock_Gem_06_Mined","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_06_Mined.prefab","",1.731,1.879,1.598
"placed","","Rocks","RocksOther","PP_Rock_Gem_06_Red","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_06_Red.prefab","",1.731,1.879,1.672
"placed","","Rocks","RocksOther","PP_Rock_Gem_06_Silver","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Gem_06_Silver.prefab","",1.731,1.879,1.672
"placed","","Rocks","RocksOther","PP_Rock_Veins_01_Blue","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Veins_01_Blue.prefab","",1.911,1.523,1.597
"placed","","Rocks","RocksOther","PP_Rock_Veins_01_Copper","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Veins_01_Copper.prefab","",1.911,1.523,1.597
"placed","","Rocks","RocksOther","PP_Rock_Veins_01_Gold","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Veins_01_Gold.prefab","",1.911,1.523,1.597
"placed","","Rocks","RocksOther","PP_Rock_Veins_01_Green","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Veins_01_Green.prefab","",1.911,1.523,1.597
"placed","","Rocks","RocksOther","PP_Rock_Veins_01_Iron","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Veins_01_Iron.prefab","",1.911,1.523,1.597
"placed","","Rocks","RocksOther","PP_Rock_Veins_01_Mined","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Veins_01_Mined.prefab","",1.911,1.523,1.597
"placed","","Rocks","RocksOther","PP_Rock_Veins_01_Red","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Veins_01_Red.prefab","",1.911,1.523,1.597
"placed","","Rocks","RocksOther","PP_Rock_Veins_01_Silver","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Veins_01_Silver.prefab","",1.911,1.523,1.597
"placed","","Rocks","RocksOther","PP_Rock_Veins_02_Blue","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Veins_02_Blue.prefab","",1.729,1.796,1.89
"placed","","Rocks","RocksOther","PP_Rock_Veins_02_Copper","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Veins_02_Copper.prefab","",1.729,1.796,1.89
"placed","","Rocks","RocksOther","PP_Rock_Veins_02_Gold","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Veins_02_Gold.prefab","",1.729,1.796,1.89
"placed","","Rocks","RocksOther","PP_Rock_Veins_02_Green","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Veins_02_Green.prefab","",1.729,1.796,1.89
"placed","","Rocks","RocksOther","PP_Rock_Veins_02_Iron","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Veins_02_Iron.prefab","",1.729,1.796,1.89
"placed","","Rocks","RocksOther","PP_Rock_Veins_02_Mined","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Veins_02_Mined.prefab","",1.729,1.796,1.89
"placed","","Rocks","RocksOther","PP_Rock_Veins_02_Red","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Veins_02_Red.prefab","",1.729,1.796,1.89
"placed","","Rocks","RocksOther","PP_Rock_Veins_02_Silver","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Veins_02_Silver.prefab","",1.729,1.796,1.89
"placed","","Rocks","RocksOther","PP_Rock_Veins_03_Blue","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Veins_03_Blue.prefab","",1.56,2.156,1.633
"placed","","Rocks","RocksOther","PP_Rock_Veins_03_Copper","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Veins_03_Copper.prefab","",1.56,2.156,1.633
"placed","","Rocks","RocksOther","PP_Rock_Veins_03_Gold","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Veins_03_Gold.prefab","",1.56,2.156,1.633
"placed","","Rocks","RocksOther","PP_Rock_Veins_03_Green","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Veins_03_Green.prefab","",1.56,2.156,1.633
"placed","","Rocks","RocksOther","PP_Rock_Veins_03_Iron","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Veins_03_Iron.prefab","",1.56,2.156,1.633
"placed","","Rocks","RocksOther","PP_Rock_Veins_03_Mined","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Veins_03_Mined.prefab","",1.56,2.156,1.633
"placed","","Rocks","RocksOther","PP_Rock_Veins_03_Red","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Veins_03_Red.prefab","",1.56,2.156,1.633
"placed","","Rocks","RocksOther","PP_Rock_Veins_03_Silver","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Rock_Veins_03_Silver.prefab","",1.56,2.156,1.633
"placed","","Rocks","RocksOther","PP_Stone Wall_Plain_01","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Plain_01.prefab","",4.42,4.393,0.7
"placed","","Rocks","RocksOther","PP_Stone Wall_Plain_02","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Plain_02.prefab","",4.371,4.012,0.699
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_01_Blue","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_01_Blue.prefab","",4.509,4.073,0.758
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_01_Copper","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_01_Copper.prefab","",4.509,4.073,0.758
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_01_Gold","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_01_Gold.prefab","",4.509,4.073,0.758
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_01_Green","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_01_Green.prefab","",4.509,4.073,0.758
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_01_Iron","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_01_Iron.prefab","",4.509,4.073,0.758
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_01_Mined","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_01_Mined.prefab","",4.509,4.073,0.758
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_01_Red","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_01_Red.prefab","",4.509,4.073,0.758
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_01_Silver","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_01_Silver.prefab","",4.509,4.073,0.758
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_02_Blue","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_02_Blue.prefab","",4.371,4.012,0.699
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_02_Copper","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_02_Copper.prefab","",4.371,4.012,0.699
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_02_Gold","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_02_Gold.prefab","",4.371,4.012,0.699
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_02_Green","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_02_Green.prefab","",4.371,4.012,0.699
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_02_Iron","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_02_Iron.prefab","",4.371,4.012,0.699
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_02_Mined","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_02_Mined.prefab","",4.371,4.012,0.699
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_02_Red","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_02_Red.prefab","",4.371,4.012,0.699
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_02_Silver","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_02_Silver.prefab","",4.371,4.012,0.699
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_03_Blue","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_03_Blue.prefab","",4.198,4.171,0.772
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_03_Copper","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_03_Copper.prefab","",4.198,4.171,0.772
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_03_Gold","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_03_Gold.prefab","",4.198,4.171,0.772
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_03_Green","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_03_Green.prefab","",4.198,4.171,0.772
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_03_Iron","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_03_Iron.prefab","",4.198,4.171,0.772
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_03_Mined","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_03_Mined.prefab","",4.198,4.171,0.772
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_03_Red","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_03_Red.prefab","",4.198,4.171,0.772
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_03_Silver","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_03_Silver.prefab","",4.198,4.171,0.772
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_04_Blue","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_04_Blue.prefab","",4.387,4.029,0.699
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_04_Copper","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_04_Copper.prefab","",4.387,4.029,0.699
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_04_Gold","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_04_Gold.prefab","",4.387,4.029,0.699
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_04_Green","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_04_Green.prefab","",4.387,4.029,0.699
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_04_Iron","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_04_Iron.prefab","",4.387,4.029,0.699
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_04_Mined","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_04_Mined.prefab","",4.387,4.029,0.699
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_04_Red","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_04_Red.prefab","",4.387,4.029,0.699
"placed","","Rocks","RocksOther","PP_Stone Wall_Veins_04_Silver","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone Wall_Veins_04_Silver.prefab","",4.387,4.029,0.699
"placed","","Rocks","RocksOther","PP_Stone_Crystal_01_Blue","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone_Crystal_01_Blue.prefab","",0.639,0.844,0.633
"placed","","Rocks","RocksOther","PP_Stone_Crystal_01_Copper","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone_Crystal_01_Copper.prefab","",0.639,0.844,0.633
"placed","","Rocks","RocksOther","PP_Stone_Crystal_01_Gold","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone_Crystal_01_Gold.prefab","",0.639,0.844,0.633
"placed","","Rocks","RocksOther","PP_Stone_Crystal_01_Green","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone_Crystal_01_Green.prefab","",0.639,0.844,0.633
"placed","","Rocks","RocksOther","PP_Stone_Crystal_01_Iron","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone_Crystal_01_Iron.prefab","",0.639,0.844,0.633
"placed","","Rocks","RocksOther","PP_Stone_Crystal_01_Red","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone_Crystal_01_Red.prefab","",0.639,0.844,0.633
"placed","","Rocks","RocksOther","PP_Stone_Crystal_01_Silver","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone_Crystal_01_Silver.prefab","",0.639,0.844,0.633
"placed","","Rocks","RocksOther","PP_Stone_Crystal_02_Blue","Assets/PurePoly/Mining_Pack/Prefabs/Ores and Crystals/PP_Stone_Crystal_02_Blue.prefab","",0.639,0.553,0.633
